67
67
67
255.90259,255.89098,255.80613,255.69786,255.60522,255.49303,255.49678,255.67805,255.78550,256.06463,256.27789,256.37420,256.37295,256.28882,255.88316,255.75045,255.59012,255.38983,255.18814,255.22055,255.32160,255.42507,255.53622,255.56944,255.55562,255.63163,255.39948,255.46203,255.52568,255.72788,255.79728,255.81441,255.63243,255.53490,255.69206,255.94685,256.06310,256.10435,256.03492,255.94995,255.61105,255.34870,255.08951,255.07968,255.25493,255.33759,255.43294,255.64203,255.64300,255.57833,255.66049,255.72491,255.83279,255.92521,255.86337,255.80921,255.83781,256.02139,256.04603,256.06982,256.25162,256.13159,256.04742,256.00548,256.01578,255.86962,255.74225
255.80695,255.86172,255.87058,255.79636,255.61688,255.49534,255.46040,255.50684,255.59508,255.92825,256.05405,256.19600,256.24558,256.12847,255.88560,255.69334,255.54396,255.44223,255.40508,255.34173,255.47258,255.52334,255.59471,255.57557,255.49329,255.46818,255.32367,255.43770,255.55299,255.70689,255.84288,255.73780,255.69103,255.69005,255.74015,255.88015,256.00105,256.04781,256.06844,255.91204,255.74124,255.44025,255.29848,255.26361,255.31004,255.44801,255.57445,255.58283,255.61844,255.67568,255.62803,255.67815,255.66013,255.59598,255.64175,255.52014,255.56765,255.69322,255.88383,256.03243,256.08414,256.01955,256.05288,256.10777,256.20213,256.02584,255.89561
255.68201,255.84446,255.79498,255.74286,255.56148,255.47188,255.31380,255.36352,255.54078,255.66242,255.80956,255.95012,256.06903,255.90382,255.76699,255.63244,255.51289,255.54495,255.60843,255.55415,255.58853,255.70253,255.69116,255.58072,255.41069,255.35356,255.40033,255.50498,255.68302,255.80065,255.79328,255.79677,255.74681,255.75752,255.76209,255.78306,255.81814,255.94541,255.91396,255.86969,255.63114,255.54420,255.43294,255.34230,255.37434,255.45758,255.46220,255.54872,255.54824,255.60114,255.54852,255.52793,255.50128,255.63660,255.47605,255.34096,255.30401,255.34016,255.53070,255.65931,255.77701,255.74562,255.78072,255.98135,256.17863,256.14387,255.93949
255.81307,255.79467,255.77471,255.64449,255.49568,255.46103,255.31466,255.33935,255.38986,255.49048,255.52723,255.68752,255.89437,255.83942,255.75047,255.62858,255.54547,255.56494,255.66847,255.72251,255.75147,255.79075,255.75698,255.64442,255.54185,255.38232,255.41918,255.67854,255.84998,255.90058,255.89460,255.89280,255.85950,255.90022,255.85082,255.84044,255.87189,255.86440,255.89169,255.82467,255.67879,255.51148,255.40232,255.28241,255.28444,255.31457,255.37882,255.43704,255.51644,255.63552,255.59914,255.53392,255.52121,255.54448,255.48775,255.40450,255.26594,255.23323,255.26112,255.25977,255.41304,255.54501,255.61785,255.84480,255.97836,256.02967,255.78512
255.92656,255.87930,255.68339,255.54394,255.44152,255.46657,255.38590,255.35608,255.40157,255.47444,255.56708,255.68095,255.79924,255.82886,255.72005,255.55025,255.48541,255.59955,255.65953,255.68720,255.67041,255.74621,255.83785,255.80690,255.56486,255.69129,255.75385,255.81596,255.93299,255.94627,255.92666,255.94025,255.92784,255.95486,255.95776,255.92381,255.99125,255.88108,255.83555,255.76415,255.54800,255.44019,255.24706,255.15154,255.19779,255.27015,255.33739,255.40074,255.48436,255.53788,255.57870,255.55558,255.60862,255.62184,255.52203,255.48999,255.32313,255.31624,255.17862,255.13334,255.18851,255.31053,255.44938,255.59568,255.68089,255.69221,255.63486
256.12802,255.95709,255.80169,255.55907,255.48736,255.50135,255.48563,255.42767,255.43349,255.42469,255.52153,255.69261,255.82412,255.82355,255.65652,255.47008,255.37732,255.54849,255.54491,255.63194,255.64809,255.73691,255.75386,255.70329,255.85189,255.87789,255.91052,255.99027,255.95698,255.87124,255.97708,255.93590,255.97728,255.95950,255.95495,256.04560,255.90536,255.99458,255.90448,255.77698,255.61487,255.36593,255.21392,255.23265,255.20661,255.31254,255.34122,255.38225,255.45468,255.48419,255.61864,255.71166,255.76257,255.70051,255.68357,255.61886,255.56213,255.44025,255.29610,255.17633,255.22978,255.37537,255.43210,255.49889,255.53882,255.43642,255.29596
255.92814,255.88064,255.71348,255.62819,255.55169,255.64661,255.52909,255.44100,255.30919,255.38638,255.53950,255.82094,255.78121,255.75345,255.54844,255.39142,255.41514,255.42246,255.57177,255.63650,255.57444,255.64204,255.67748,255.74524,255.82837,255.99064,256.18976,256.04070,255.92317,255.89419,255.82665,255.89198,255.85679,255.90729,255.86940,255.85687,255.79998,255.74748,255.67216,255.56596,255.55574,255.46230,255.28424,255.18864,255.13166,255.19846,255.36976,255.49492,255.46556,255.56692,255.62423,255.64184,255.66784,255.72877,255.68245,255.75996,255.69119,255.58900,255.47491,255.43089,255.46006,255.53226,255.49800,255.34485,255.26758,255.26223,255.32882
255.79965,255.83109,255.84525,255.74533,255.62793,255.63745,255.62412,255.46323,255.33945,255.43159,255.55779,255.78698,255.81006,255.60026,255.57013,255.44420,255.36485,255.48662,255.53919,255.59449,255.63865,255.65657,255.66659,255.78321,255.83657,256.03799,256.07083,255.94933,255.89082,255.85496,255.76840,255.78325,255.76298,255.85450,255.86520,255.77932,255.60798,255.47766,255.47818,255.48289,255.48184,255.50142,255.42633,255.25527,255.11476,255.34869,255.35308,255.54710,255.58758,255.51269,255.59974,255.65591,255.72935,255.72273,255.74863,255.65327,255.79060,255.62200,255.59106,255.52667,255.57554,255.62372,255.52698,255.22204,255.16126,255.21645,255.30931
255.84395,255.84390,255.84583,255.72202,255.67359,255.66800,255.61406,255.49919,255.43943,255.47791,255.57419,255.76788,255.78743,255.64561,255.55578,255.47687,255.49076,255.51223,255.44781,255.49127,255.48148,255.60218,255.69044,255.72552,255.81805,256.02108,256.05330,255.96907,255.93961,255.79393,255.72370,255.64804,255.60813,255.62158,255.64063,255.63082,255.47123,255.32133,255.35170,255.41990,255.45488,255.49339,255.42495,255.25643,255.22659,255.32345,255.50296,255.64277,255.60629,255.64191,255.65170,255.56610,255.67087,255.64310,255.71773,255.70651,255.68100,255.64652,255.61620,255.55817,255.60795,255.47306,255.44888,255.27964,255.33689,255.39149,255.54087
255.83437,255.92583,255.87935,255.73303,255.66849,255.61710,255.65471,255.57758,255.46553,255.43957,255.67780,255.78453,255.80398,255.61044,255.55917,255.41977,255.38213,255.39655,255.39109,255.44418,255.52510,255.56005,255.57771,255.63923,255.79786,255.92935,256.03047,256.00557,255.92951,255.77670,255.51419,255.51924,255.41483,255.49568,255.56134,255.54960,255.54220,255.50067,255.41323,255.50024,255.34372,255.40716,255.38955,255.29141,255.31234,255.52695,255.64090,255.76895,255.71843,255.64407,255.67254,255.58946,255.67889,255.58512,255.69990,255.70846,255.64961,255.64403,255.54386,255.65954,255.63386,255.55303,255.42539,255.41321,255.42497,255.59495,255.64242
256.04901,256.00184,255.85262,255.77023,255.67271,255.73634,255.81978,255.75560,255.55013,255.59729,255.70245,255.83963,255.84770,255.68225,255.43708,255.20819,255.21141,255.25015,255.36561,255.52312,255.54939,255.53060,255.55782,255.56523,255.62966,255.82425,255.95475,255.93709,255.78560,255.61119,255.44200,255.40019,255.42098,255.43750,255.51292,255.49928,255.56169,255.51063,255.54446,255.51953,255.45325,255.30349,255.32701,255.34095,255.44727,255.62572,255.71848,255.78074,255.79021,255.74168,255.76346,255.64180,255.51483,255.60555,255.76134,255.73596,255.63140,255.58241,255.68858,255.76918,255.77566,255.73533,255.54520,255.64121,255.61808,255.68505,255.71156
256.22471,255.97756,255.90776,255.72199,255.73451,255.81929,255.93461,255.89534,255.77638,255.73895,255.73364,255.82211,255.78043,255.64401,255.44002,255.21394,255.18524,255.32115,255.49074,255.61648,255.76169,255.79732,255.58946,255.56257,255.52738,255.67393,255.82398,255.92580,255.77349,255.42723,255.32271,255.42746,255.43536,255.45740,255.34970,255.35870,255.42202,255.50674,255.57100,255.52944,255.46451,255.34115,255.24413,255.35185,255.45217,255.70504,255.82328,255.86667,255.85465,255.88733,255.88085,255.83534,255.74584,255.75261,255.70702,255.80610,255.77045,255.78894,255.86289,255.96480,255.97706,255.90292,255.80838,255.69738,255.73619,255.71473,255.75653
256.03972,255.90645,255.79452,255.72459,255.77976,255.85039,255.93303,255.94316,255.90113,255.78785,255.80983,255.84495,255.78180,255.62745,255.42488,255.35273,255.31181,255.44951,255.56695,255.72373,255.83678,255.81490,255.80828,255.71729,255.63474,255.70557,255.77485,255.73125,255.56244,255.40932,255.33172,255.43560,255.52457,255.32577,255.23421,255.25306,255.35353,255.55768,255.55164,255.60613,255.43716,255.38125,255.32938,255.32157,255.55425,255.80616,255.92623,256.01415,256.10130,256.06180,256.09439,255.90994,255.78995,255.78873,255.85827,255.96836,255.89758,255.96048,256.00103,256.07677,256.01255,255.95226,255.87999,255.76675,255.80838,255.71887,255.68762
255.79370,255.68151,255.62010,255.72101,255.67789,255.83842,255.84174,255.83767,255.72519,255.81011,255.69756,255.75302,255.64483,255.62349,255.47755,255.41367,255.40685,255.37446,255.54683,255.65376,255.72450,255.75489,255.80884,255.74741,255.73553,255.71296,255.72136,255.71055,255.51049,255.39948,255.34111,255.41020,255.45425,255.37903,255.28000,255.32490,255.47439,255.55539,255.50412,255.43042,255.46205,255.46530,255.41449,255.52104,255.61104,255.86722,256.01274,256.11430,256.18692,256.14093,256.02219,255.85674,255.75313,255.86645,255.94577,255.97589,255.91714,255.99312,256.03428,255.96675,256.07304,256.10380,255.98265,255.86727,255.71722,255.85924,255.82617
255.54206,255.55900,255.59629,255.59766,255.71736,255.76782,255.70579,255.70272,255.65631,255.69210,255.71406,255.69656,255.57442,255.56226,255.55021,255.41477,255.37797,255.38555,255.37958,255.49243,255.61802,255.69745,255.81047,255.82251,255.79610,255.67844,255.69117,255.52788,255.47807,255.37299,255.41620,255.42782,255.43400,255.36403,255.30907,255.38846,255.50144,255.59919,255.55961,255.56346,255.54931,255.46550,255.47846,255.43227,255.59904,255.80837,256.04790,256.23007,256.19338,256.04329,255.89000,255.83095,255.70312,255.82041,255.94652,256.05004,255.99619,255.92605,255.87168,255.90611,255.85081,255.91934,256.01714,255.85122,255.91007,255.96356,255.78090
255.27464,255.37863,255.53179,255.63941,255.79385,255.75408,255.69502,255.63041,255.64474,255.60616,255.69094,255.66158,255.56560,255.52266,255.49303,255.40624,255.39622,255.33608,255.43888,255.45203,255.69917,255.70113,255.79469,255.76503,255.65803,255.66598,255.64739,255.66663,255.53854,255.40176,255.35508,255.36029,255.49213,255.42891,255.43546,255.52681,255.50135,255.54396,255.43665,255.37171,255.43777,255.50910,255.36521,255.34055,255.38216,255.59781,255.90074,256.09724,256.12150,255.98545,255.76984,255.67762,255.69104,255.82704,255.87813,255.85113,255.94773,255.87729,255.81435,255.78019,255.79431,255.90963,255.87799,255.97040,255.98683,255.94458,255.73398
255.20234,255.32631,255.33000,255.42936,255.62540,255.72157,255.63659,255.55925,255.62154,255.68256,255.72456,255.71138,255.69173,255.63234,255.52584,255.43277,255.39559,255.38857,255.59326,255.55404,255.79673,255.73242,255.86459,255.75717,255.69083,255.62801,255.72129,255.71281,255.67796,255.48212,255.36829,255.41867,255.45188,255.46233,255.41756,255.40228,255.44196,255.38584,255.35677,255.42565,255.62532,255.50363,255.38684,255.17645,255.24453,255.42777,255.74011,256.06872,256.01824,255.95589,255.73136,255.64777,255.65853,255.74035,255.93597,255.95703,255.93489,255.94699,255.77853,255.68880,255.70699,255.85260,255.94725,255.94349,255.91539,255.69429,255.70420
255.19128,255.22575,255.25980,255.31167,255.35733,255.44884,255.46028,255.55679,255.55369,255.63821,255.77970,255.70722,255.69659,255.63118,255.57583,255.48285,255.60772,255.49838,255.68776,255.64089,255.77863,255.80187,255.81094,255.71932,255.71379,255.74030,255.76251,255.78839,255.82570,255.59922,255.42041,255.40870,255.39591,255.38504,255.33151,255.36408,255.41148,255.36886,255.37186,255.48342,255.69592,255.58879,255.41110,255.21330,255.22773,255.33873,255.68244,255.97532,256.02815,255.99029,255.76696,255.70595,255.66871,255.76604,255.86770,255.95596,256.00013,255.94315,255.83060,255.71775,255.64453,255.71759,255.87409,255.86786,255.78574,255.71468,255.65908
255.28116,255.31812,255.28399,255.33224,255.34531,255.33886,255.37723,255.35981,255.50701,255.59495,255.68694,255.65745,255.69185,255.68171,255.70468,255.67989,255.66199,255.60909,255.64000,255.59819,255.73568,255.72015,255.68775,255.62650,255.66055,255.80387,255.91671,255.98340,255.76645,255.67742,255.61631,255.57362,255.52165,255.32563,255.20745,255.24638,255.31524,255.36015,255.37894,255.54563,255.62423,255.64636,255.48120,255.35530,255.27980,255.36961,255.66410,255.77482,255.93315,255.91359,255.79479,255.71950,255.67073,255.69410,255.81474,255.92754,255.87775,255.94292,255.81329,255.76507,255.72215,255.73193,255.78355,255.91962,255.88226,255.82598,255.80217
255.33535,255.32601,255.35915,255.33475,255.33221,255.32245,255.38939,255.42352,255.43467,255.62695,255.64436,255.68476,255.70957,255.66738,255.67554,255.79762,255.75058,255.68961,255.60061,255.62050,255.66879,255.77203,255.79309,255.68571,255.79198,255.79228,256.10390,255.86349,255.94134,255.76074,255.78525,255.67358,255.50251,255.37587,255.22189,255.16263,255.20196,255.22834,255.31892,255.50662,255.67988,255.60126,255.49004,255.47228,255.44309,255.36203,255.52530,255.61295,255.85515,255.93131,255.78540,255.74375,255.62201,255.59194,255.76449,255.81920,255.82929,255.90064,255.79813,255.74390,255.72900,255.77862,255.86171,255.88747,255.94831,255.90971,255.86715
255.39912,255.46572,255.36695,255.47304,255.42043,255.35198,255.43686,255.45784,255.53930,255.56922,255.68682,255.74246,255.73399,255.71838,255.78170,255.71056,255.68951,255.67075,255.54568,255.69355,255.86885,255.73739,255.74594,255.75678,256.00856,255.98139,256.10101,256.00433,255.77816,255.83535,255.79076,255.84563,255.63137,255.41995,255.22804,255.22911,255.14015,255.17059,255.21496,255.45744,255.57288,255.67295,255.53462,255.39584,255.31131,255.29297,255.35896,255.54575,255.81636,255.89622,255.88778,255.77782,255.66378,255.60548,255.72153,255.69686,255.84447,255.87807,255.74858,255.63221,255.56131,255.64022,255.74757,255.81913,255.83205,255.82975,255.85465
